0	1	2	3	4	5	6	7	8	9	10	11	12
Economics - MSc	SOAS University of London	SOAS University of London	Full time & Part time	"The MSc Economics
             

              provides a unique training in mainstream and heterodox economic approaches that equips you with the tools that are necessary for analysing the global challenges facing our economies.
             

              You will have the chance to engage with cutting-edge research on issues such as the macroeconomics of climate change, the impact of shadow banking on financial stability, the role of industrial ecosystems, the causes and effects of inequality, the importance of environmental justice for climate-aligned development, and the role of gender in economics."	See Course	Please see the university website for further information on fees for this course.	MSc	1 year full time, 2-3 years part time	London	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/economics-msc/?i215d8034c53973
