0	1	2	3	4	5	6	7	8	9	10	11	12
Construction and Project Management with Industrial Internship (MSc)	Queen’s University Belfast	Queen’s University Belfast	Full time	These programmes have been designed to:	September	Please see the university website for further information on fees for this course.	MSc	2 years full-time	Belfast	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/construction-and-project-management-with-industrial-internship-msc/?i195d7725c57309
