0	1	2	3	4	5	6	7	8	9	10	11	12
Marketing Management MSc	University of Southampton	University of Southampton	Full time	"Study the latest in marketing management theory and practice as you learn how to improve business results in a global context. On this full-time MSc in Marketing Management you’ll focus on digital marketing techniques and data interpretation to develop your strategic and tactical decision-making.
              


              This master’s also offers a rare opportunity to use ‘R Analytics’ software to develop your statistical analysis skills.
             

              This master’s degree in Marketing Management is ideal if you’re new to the field and want to become a professional marketer, or if you’d like to gain marketing insights using the latest approaches."	September	Please see the university website for further information on fees for this course.	MSc	1 Year	Southampton	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/marketing-management-msc/?i349d6917c8368
