0	1	2	3	4	5	6	7	8	9	10	11	12
Finance (Economic Policy) (Distance Learning) - MSc	SOAS University of London	SOAS University of London		"Our MSc Finance (Economic Policy) programme
             

              has been principally designed to help you work on economic policy in government, central banks, public organisations and international institutions. The programme will increase your understanding of the principles, applications and context that underlie economic policy, focusing on the financial aspects of policy making. Additionally, you will acquire sound understanding of theories in finance and of the workings of financial markets."	See Course	Please see the university website for further information on fees for this course.	MSc	2-5 years distance learning	London	United Kingdom	Online	https://www.findamasters.com/masters-degrees/course/finance-economic-policy-distance-learning-msc/?i215d5404c17608
