0	1	2	3	4	5	6	7	8	9	10	11	12
Applied Informatics	Vytautas Magnus University	Vytautas Magnus University	Full time	The aim of the Applied Informatics Master study programme is to prepare broad-minded highly qualified information technology (IT) specialists, capable of:	September		"MSc
            
            ,
            
             MA"	2 years	Kaunas	Lithuania	On Campus	https://www.findamasters.com/masters-degrees/course/applied-informatics/?i3104d8161c56548
