0	1	2	3	4	5	6	7	8	9	10	11	12
Civil Engineering and Construction Management (MSc)	University of Derby	University of Derby	Full time & Part time	"This MSc equips you for a high-level career managing complex civil engineering and construction contracts – from major international projects to locally based private and public partnerships.
             

              Course description
             

              Combine in-depth knowledge and practical skills with strategic management abilities to prepare for a rewarding career anywhere in the world."	January, September	Please see the university website for further information on fees for this course.	MSc	1 year full time, 2-3 years part time	Derby	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/civil-engineering-and-construction-management-msc/?i295d7133c18976
