0	1	2	3	4	5	6	7	8	9	10	11	12
International Public Policy (MSc)	Queen’s University Belfast	Queen’s University Belfast	Full time & Part time	The MSc in International Public Policy at Queen’s offers a high-quality programme of academic and personal professional development, providing students with the tools to understand and influence the contemporary policy problems faced by governments globally.	September	Please see the university website for further information on fees for this course.	MSc	1 year full time, 3 years part time	Belfast	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/international-public-policy-msc/?i195d2119c60749
