0	1	2	3	4	5	6	7	8	9	10	11	12
Advanced Chemical Engineering - MSc	Imperial College London	Imperial College London	Full time	"This programme allows students to undertake advanced study in chemical engineering coupled with appropriate background study in basic sciences, mathematics and computing techniques.
             

              The Department of Chemical Engineering offers four courses that are built around a wide choice of advanced taught modules plus a research project in one of our research focus areas."	October	Please see the university website for further information on fees for this course.	MSc	1 year full-time	London	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/advanced-chemical-engineering-msc/?i112d2561c13378
