0	1	2	3	4
Cranfield University	"PGDip
            
            ,
            
             Other
            
            ,
            
             PGCert
            
            ,
            
             MSc"	MSc: 11 months full-time, up to three years part-time. PgDip/PgCert: Up to 11 months full-time, up to two years part-time	Bedford	United Kingdom
