0	1	2	3	4	5	6	7	8	9	10	11	12
Data Science - MSc	University of Glasgow	University of Glasgow	Full time	The Masters in Data Science is a specialist version of the MSc (Computing Science) which will provide you with a thorough grounding in the analysis and use of large data sets together with experience of conducting a substantial development or research project focused on Data Science techniques, preparing you for responsible positions in the Big Data and IT industries.	September	Please see the university website for further information on fees for this course.	MSc	12 months full-time	Glasgow	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/data-science-msc/?i307d4813c32689
