0	1	2	3	4	5	6	7	8	9	10	11	12
Charity Marketing and Fundraising (PgDip/MSc)	Bayes Business School	Bayes Business School	Part time	"Who is it for?
             

              You may already be working in the charity sector as a marketing and fundraising manager. Or you may wish to transfer relevant skills and knowledge from experience you've gained in other sectors.
             

              The course will support and further develop your core marketing management skills. It will equip you to deliver efficient, effective and appropriate fundraising and marketing practice in the voluntary sector."	October	Please see the university website for further information on fees for this course.	"PGDip
            
            ,
            
             MSc"	1 year part-time: 12 months (PgDip) 24 months (MSc)	London	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/charity-marketing-and-fundraising-pgdip-msc/?i947d6040c3532
